mouse,275,0,1775546500440
mouse,276,0,1775546500443
mouse,277,2,1775546500450
mouse,280,2,1775546500457
mouse,283,3,1775546500464
mouse,286,5,1775546500471
mouse,288,6,1775546500478
mouse,292,7,1775546500485
mouse,296,9,1775546500492
mouse,301,10,1775546500499
mouse,305,12,1775546500506
mouse,310,14,1775546500512
mouse,315,16,1775546500520
mouse,320,18,1775546500527
mouse,325,20,1775546500533
mouse,329,22,1775546500540
mouse,336,25,1775546500547
mouse,340,27,1775546500554
mouse,347,30,1775546500561
mouse,353,32,1775546500568
mouse,360,35,1775546500575
mouse,366,38,1775546500582
mouse,373,42,1775546500589
mouse,383,46,1775546500597
mouse,389,48,1775546500603
mouse,397,52,1775546500610
mouse,405,56,1775546500617
mouse,413,59,1775546500625
mouse,421,64,1775546500630
mouse,430,68,1775546500637
mouse,437,72,1775546500644
mouse,445,75,1775546500651
mouse,453,80,1775546500658
mouse,460,84,1775546500665
mouse,468,88,1775546500672
mouse,473,91,1775546500679
mouse,480,96,1775546500686
mouse,488,100,1775546500693
mouse,495,104,1775546500700
mouse,502,109,1775546500707
mouse,511,114,1775546500714
mouse,520,121,1775546500721
mouse,528,126,1775546500728
mouse,538,134,1775546500735
mouse,548,142,1775546500742
mouse,558,151,1775546500749
mouse,568,159,1775546500756
mouse,580,169,1775546500762
mouse,591,178,1775546500769
mouse,603,187,1775546500776
mouse,614,197,1775546500783
mouse,627,207,1775546500790
mouse,638,215,1775546500797
mouse,648,223,1775546500804
mouse,659,234,1775546500811
mouse,672,243,1775546500818
mouse,683,253,1775546500825
mouse,695,262,1775546500832
mouse,707,273,1775546500839
mouse,720,282,1775546500846
mouse,735,293,1775546500853
mouse,751,304,1775546500860
mouse,768,314,1775546500867
mouse,784,324,1775546500874
mouse,800,334,1775546500881
mouse,816,343,1775546500887
mouse,831,351,1775546500894
mouse,847,360,1775546500901
mouse,861,367,1775546500908
mouse,877,374,1775546500915
mouse,891,381,1775546500922
mouse,909,388,1775546500929
mouse,922,394,1775546500936
mouse,937,399,1775546500943
mouse,952,405,1775546500950
mouse,968,410,1775546500957
mouse,981,413,1775546500964
mouse,998,419,1775546500971
mouse,1012,426,1775546500978
mouse,1028,433,1775546500985
mouse,1044,438,1775546500992
mouse,1058,443,1775546500999
mouse,1072,449,1775546501006
mouse,1081,452,1775546501013
mouse,1087,454,1775546501020
mouse,1092,457,1775546501026
mouse,1092,458,1775546501033
mouse,1093,458,1775546501187
mouse,1096,458,1775546501193
mouse,1098,457,1775546501200
mouse,1100,455,1775546501207
mouse,1103,454,1775546501214
mouse,1105,452,1775546501221
mouse,1107,451,1775546501228
mouse,1108,449,1775546501235
mouse,1111,449,1775546501242
mouse,1112,447,1775546501249
mouse,1116,447,1775546501256
mouse,1120,446,1775546501263
mouse,1125,446,1775546501269
mouse,1132,446,1775546501276
mouse,1136,446,1775546501283
mouse,1144,446,1775546501290
mouse,1148,446,1775546501297
mouse,1152,446,1775546501304
mouse,1154,445,1775546501311
mouse,1156,444,1775546501318
mouse,1157,443,1775546501325
mouse,1158,442,1775546501332
mouse,1160,441,1775546501339
mouse,1160,440,1775546501347
mouse,1161,439,1775546501353
mouse,1162,438,1775546501360
mouse,1162,437,1775546501367
mouse,1162,436,1775546501374
mouse,1163,435,1775546501381
mouse,1163,434,1775546501388
mouse,1163,433,1775546501395
mouse,1164,431,1775546501402
mouse,1164,430,1775546501409
mouse,1164,429,1775546501417
mouse,1164,428,1775546501424
mouse,1164,427,1775546501431
mouse,1164,426,1775546501438
mouse,1164,425,1775546501448
mouse,1164,424,1775546501452
mouse,1164,423,1775546501457
mouse,1164,422,1775546501465
mouse,1164,421,1775546501478
mouse,1164,420,1775546501486
mouse,1164,419,1775546501492
mouse,1164,418,1775546501499
mouse,1163,418,1775546501506
mouse,1162,418,1775546501515
mouse,1162,417,1775546501520
mouse,1162,416,1775546501527
mouse,1161,415,1775546501534
mouse,1160,415,1775546501540
mouse,1160,414,1775546501547
mouse,1160,413,1775546501560
mouse,1159,413,1775546501564
mouse,1159,412,1775546501568
mouse,1158,411,1775546501575
mouse,1157,410,1775546501582
mouse,1156,410,1775546501589
mouse,1155,409,1775546501596
mouse,1154,408,1775546501603
mouse,1153,407,1775546501610
mouse,1152,406,1775546501617
mouse,1151,406,1775546501624
mouse,1149,406,1775546501631
mouse,1148,405,1775546501637
mouse,1147,403,1775546501644
mouse,1145,403,1775546501651
mouse,1144,402,1775546501658
mouse,1141,402,1775546501665
mouse,1139,400,1775546501672
mouse,1137,398,1775546501679
mouse,1134,398,1775546501686
mouse,1131,396,1775546501693
mouse,1127,394,1775546501700
mouse,1122,391,1775546501707
mouse,1118,390,1775546501714
mouse,1115,389,1775546501721
mouse,1112,388,1775546501728
mouse,1108,387,1775546501735
mouse,1104,386,1775546501742
mouse,1102,386,1775546501749
mouse,1098,385,1775546501755
mouse,1094,383,1775546501763
mouse,1090,382,1775546501770
mouse,1088,382,1775546501776
mouse,1083,381,1775546501783
mouse,1079,379,1775546501790
mouse,1073,378,1775546501797
mouse,1068,377,1775546501804
mouse,1063,376,1775546501811
mouse,1057,374,1775546501818
mouse,1052,373,1775546501825
mouse,1044,371,1775546501832
mouse,1038,371,1775546501839
mouse,1032,370,1775546501846
mouse,1027,369,1775546501853
mouse,1020,369,1775546501860
mouse,1015,368,1775546501867
mouse,1008,367,1775546501874
mouse,1002,366,1775546501881
mouse,996,366,1775546501888
mouse,990,364,1775546501895
mouse,983,364,1775546501902
mouse,976,363,1775546501909
mouse,970,362,1775546501915
mouse,964,362,1775546501922
mouse,958,361,1775546501929
mouse,952,360,1775546501936
mouse,944,359,1775546501943
mouse,936,358,1775546501950
mouse,926,356,1775546501957
mouse,919,355,1775546501964
mouse,912,354,1775546501971
mouse,904,354,1775546501978
mouse,897,353,1775546501985
mouse,891,351,1775546501992
mouse,884,350,1775546501999
mouse,880,350,1775546502006
mouse,876,350,1775546502013
mouse,872,349,1775546502020
mouse,868,348,1775546502026
mouse,865,348,1775546502033
mouse,864,348,1775546502040
mouse,863,347,1775546502047
mouse,861,347,1775546502054
mouse,861,346,1775546502061
mouse,860,346,1775546502068
mouse,859,346,1775546502112
mouse,858,346,1775546502123
mouse,857,346,1775546502166
mouse,856,345,1775546502186
mouse,855,345,1775546502197
mouse,854,345,1775546502200
mouse,852,344,1775546502207
mouse,850,343,1775546502214
mouse,847,342,1775546502221
mouse,844,342,1775546502228
mouse,840,342,1775546502235
mouse,837,341,1775546502242
mouse,833,340,1775546502249
mouse,829,339,1775546502256
mouse,825,338,1775546502263
mouse,820,338,1775546502270
mouse,818,338,1775546502277
mouse,815,338,1775546502284
mouse,812,337,1775546502290
mouse,810,337,1775546502298
mouse,808,336,1775546502304
mouse,808,335,1775546502800
mouse,808,334,1775546502808
mouse,807,334,1775546502811
mouse,806,334,1775546502822
mouse,805,334,1775546502825
mouse,804,334,1775546502832
mouse,803,333,1775546502839
mouse,802,332,1775546502846
mouse,800,332,1775546502853
mouse,799,331,1775546502860
mouse,798,330,1775546502867
mouse,796,330,1775546502874
mouse,795,330,1775546502881
mouse,795,329,1775546502888
mouse,794,329,1775546502895
mouse,793,329,1775546502902
mouse,792,329,1775546502912
mouse,792,328,1775546502939
mouse,791,328,1775546502948
mouse,790,327,1775546502964
mouse,789,327,1775546502971
mouse,788,326,1775546502978
mouse,786,326,1775546502985
mouse,784,326,1775546502992
mouse,782,325,1775546502999
mouse,780,324,1775546503006
mouse,777,323,1775546503013
mouse,775,322,1775546503019
mouse,772,322,1775546503026
mouse,769,320,1775546503034
mouse,765,318,1775546503041
mouse,760,317,1775546503047
mouse,756,315,1775546503054
mouse,751,312,1775546503061
mouse,743,309,1775546503068
mouse,733,306,1775546503075
mouse,722,301,1775546503082
mouse,708,296,1775546503089
mouse,693,291,1775546503096
mouse,679,286,1775546503103
mouse,664,281,1775546503110
mouse,649,277,1775546503117
mouse,635,272,1775546503124
mouse,620,268,1775546503130
mouse,605,264,1775546503137
mouse,590,258,1775546503144
mouse,576,250,1775546503151
mouse,563,245,1775546503158
mouse,554,242,1775546503165
mouse,548,242,1775546503172
mouse,548,243,1775546503180
mouse,549,244,1775546503186
mouse,554,247,1775546503193
