session_id,user_id,label,scenario,mouse_velocity_mean,mouse_velocity_variance,mouse_acceleration_variance,click_interval_std,typing_speed_mean,typing_speed_variance,key_hold_time_mean,navigation_entropy,page_transition_pattern,dwell_time_per_page
7fc80156-b8f4-470f-aa8e-34ef55895764,charlie,0,normal,905.6768964672731,31608.692213097864,75586.02588798733,2.3617656561084805,3.8274387918050214,1.4313881747782264,0.09095718948865408,1.5,1.0,6.799253731966019
214d46e6-b5f3-4b3b-bc91-3c7fb646320e,bravo,0,normal,611.5283466000008,11388.931333973154,59328.62733239009,3.046439387617437,3.0395313214281314,0.8005056546121269,0.09789366550784509,1.5,1.0,7.988058120012283
9f8cdb63-8adc-4431-ab34-c72286d28cc9,bravo,0,normal,584.5575282569569,16118.774778181942,52304.31359133387,3.214959030165185,2.887047640043532,0.6077246620446204,0.09911926644282182,1.5,1.0,8.568946927785873
1d5fcf10-a955-4191-9108-4e4d4a52808d,charlie,0,normal,897.4353748820827,30778.984073017353,71424.17700444844,2.175919345780028,3.8706314699659914,1.4122535634315423,0.0894934004870438,1.5,1.0,6.641711622476578
651fea7f-cb12-4e16-a169-b8d40e5ac45f,alice,0,normal,767.739572474662,18139.804804904765,65463.08412058686,2.854439433003485,3.2969127318030216,0.9010561475342495,0.10937053221167327,1.5,1.0,7.0979379415512085
71c16fe2-2757-4534-ba6c-8c6153af470c,bravo,0,normal,628.5076236268173,15949.552544635893,73715.84510649263,2.9792938699675555,2.92153156071873,0.5783198434674679,0.0994497124225338,1.5,1.0,7.928828477859497
4092f604-2596-4b09-bf11-f85d3023c02f,alice,0,normal,772.3087807777712,17444.067131603388,51767.125416016934,2.698870203530618,3.3198346278615154,0.9423977809814822,0.10810298377941724,1.5,1.0,6.936813473701477
aa91a473-4b92-49d9-9578-d344c1397266,charlie,0,normal,898.96448917855,32268.97097135738,40401.935725533265,2.5953075588688588,3.6096846248803103,0.9797755284909047,0.08731621625303272,1.5,1.0,7.156528651714325
83766bfa-c0e0-4c4d-9a4c-ef3c38753f38,bravo,0,normal,630.8336648560355,16235.982352514759,58080.36736808006,3.0331740837426295,2.828103351708657,0.55365552186706,0.105242616484532,1.5,1.0,7.861764371395111
a639d2a3-f3c6-4f95-8f8b-79815a16c6b8,charlie,0,normal,893.5020541198667,28301.95669518509,62961.19051165052,2.377329128542551,3.679160920988846,1.187819530543863,0.09041729062640239,1.5,1.0,7.081533968448639
fd289dfa-cb63-4d58-af57-8d2d92d2112e,charlie,0,normal,887.5670115806582,26388.11440936286,49722.72854259786,2.252423349475585,3.8191267791250576,1.5810200247262283,0.0890585437853143,1.5,1.0,6.589574575424194
b1545f92-85d4-46cb-8062-fa371cc10ada,bravo,0,normal,614.4976311973334,13400.891412776115,67542.99752438223,3.199749893434824,2.996669602784303,0.7080961078782959,0.1007410539558475,1.5,1.0,8.338944673538208
9bd16e60-5957-4cf1-b47d-d9a3d2d626e4,charlie,0,normal,914.1017925199014,38328.98293211663,57777.14653619494,2.3463948102203838,3.745740069843794,1.3826388367560312,0.09106893766212151,1.5,1.0,6.9931142926216125
110c1a74-ff2a-447e-85f3-625ae0b88791,alice,0,normal,739.5477082667442,20176.326838786434,67749.66848737352,2.8938087993990345,3.2179526509647407,0.7677322759489266,0.10749301937960935,1.5,1.0,7.260592103004456
6bd2979c-d41d-4316-816b-3a40681672dc,bravo,0,normal,607.3603890880278,16740.452135602874,61589.310092269676,2.706832466635749,2.9743257032266297,0.7229503333165372,0.09729746510151734,1.5,1.0,7.438904792070389
f660a19a-b1b0-45a6-b71b-8a5afce2ccae,bravo,0,normal,637.8160947204781,19667.821413294998,49889.79878811736,2.882697251876907,2.924730854553036,0.6085865064213996,0.1008170265038353,1.5,1.0,8.05409300327301
82992b65-bfe4-43b4-903a-403db06e3719,charlie,0,normal,866.1381940752907,25801.932405377374,65902.23724466022,2.4160571336969143,3.7726331523180194,1.4546282494342166,0.0915109478408384,1.5,1.0,6.664455324411392
f9d46320-6430-47cd-94c6-dfec8374bd10,bravo,0,normal,628.1532285073233,14628.708157925523,70716.91306388701,3.2550811929383308,2.886173147016423,0.6328428807984473,0.10055307388845705,1.5,1.0,8.42387780547142
e486c5e0-070a-45af-9985-a01b06c41812,charlie,0,normal,874.4771204277172,29902.911325606903,72013.1048819818,2.345932844178343,3.9104123446873347,1.358456903997563,0.08302185481730985,1.5,1.0,6.650413990020752
84605b56-1e46-482b-a30f-bd094c846755,charlie,0,normal,905.5358815458185,25807.516525315783,49753.62843430073,2.10042270519548,3.713875335073295,1.1960812659045907,0.08879983008378307,1.5,1.0,6.7809374034404755
5e9c0e2f-a3c7-4e87-aaab-fe1b3edca186,bravo,0,normal,587.2470341398746,14355.149526826268,69494.45343662477,3.0735185895456496,2.9470745288105142,0.7136062969784601,0.1007675414145274,1.5,1.0,7.841507792472839
fa98b3fd-2d3a-439a-ad15-9586cc8374a4,charlie,0,normal,882.1195643718711,30453.46871613848,62464.19553679149,2.286323080866042,3.855394509769993,1.3935476177632153,0.08825594129109218,1.5,1.0,6.640559256076813
a7e952c9-6e90-4052-bc4a-e2d474e485cf,alice,0,normal,766.9826198545593,15214.675554762565,69550.14639297324,2.8630242807745234,3.1001918423276793,0.7830026726419699,0.11395303966593429,1.5,1.0,7.386857658624649
7efc67ee-305e-4c93-97ab-4504ef2e9993,bravo,0,normal,614.2066483451825,16745.216238604462,42546.1270788526,3.0778872844391727,2.8394653062498483,0.5034942012908188,0.09753861673907438,1.5,1.0,8.15470266342163
d886d645-092d-466e-ba10-beb6a57d03c2,alice,0,normal,753.6474588780262,18114.885624217044,65498.911528879806,2.9380801958325513,3.1822716338326873,0.8148391187597369,0.11425339388164336,1.5,1.0,7.252352923154831
058b5291-af06-498b-83f8-02ff5ec7a1e6,alice,0,normal,739.6450696949605,20094.328795325757,70362.62475081513,2.5476539908806206,3.1875631058490463,0.7818364469402189,0.11361617547261224,1.5,1.0,7.0852300226688385
9368e508-83dd-4773-aeca-2ea393a8d69c,charlie,0,normal,887.2134042395253,28072.155036929875,44954.74632758599,2.4547798049690703,3.741582474294527,1.0855748024640033,0.08788587585516584,1.5,1.0,6.977725446224213
e59c5f2c-3e86-4c19-af81-5d68389efff6,alice,0,normal,757.8545275174747,15367.989722769147,46337.042623817266,2.7004799420189975,3.334372134678544,0.9195045499479304,0.10679921472956304,1.5,1.0,7.082166254520416
70eeb188-fb63-4173-a5f6-5d4a58ea9357,charlie,0,normal,878.8150962615133,33245.03429764787,61446.74161531527,2.5749697180652107,3.6955193409584832,1.0814037403455523,0.09331771934285553,1.5,1.0,7.103224068880081
269aa3bf-0434-46d3-8c9b-81010d1c0b7e,charlie,0,normal,876.6783702188292,22517.782494643892,60736.058213888035,2.27599921061167,3.7924648723592087,1.1057602446361032,0.08814281563873304,1.5,1.0,6.762113153934479
f67651d1-8a80-4220-a1f3-45912cc6bfc2,bravo,0,normal,598.5585286841979,12469.111674376622,50680.690633305756,2.9981984753396937,2.931909136584025,0.6335390559391402,0.10053603755415048,1.5,1.0,8.164685666561127
859c6c40-2bd8-4b06-a43e-6e22c9324b85,charlie,0,normal,914.7902496482703,34979.89082934576,62994.93566674779,2.2574597168715504,3.61921035655172,1.0836537365437604,0.08870283406281271,1.5,1.0,6.666202157735825
9baeacd0-97ff-4cb5-98b7-916e74b7eea7,charlie,0,normal,897.0410713723227,31195.076325214693,60174.33281186239,2.206564557905587,3.8072040558780396,1.3092096388054735,0.0851891074189379,1.5,1.0,6.467448323965073
0258d2c9-d189-4ef2-ad1a-935e286e8898,charlie,0,normal,896.0941878717455,29954.505535428838,73992.2876066213,2.5451087352682853,3.6092107804559905,0.9822643174876666,0.08666529184244208,1.5,1.0,7.373134136199951
6286fbaa-78b2-43e3-8cc7-2faeb0f5f339,alice,0,normal,728.9466530000766,16764.18787269614,67049.81554829962,2.700428767024141,3.290919840466694,0.8490236857003891,0.10990177284035375,1.5,1.0,7.039568603038788
56a99224-5416-4758-837a-478190fd6955,charlie,0,normal,909.5822130070595,32090.930893602526,64455.81054644117,2.1993652236987775,3.678466138895781,1.086916798781499,0.08977862098324876,1.5,1.0,6.73436626791954
13de85be-28dc-49aa-bf24-bcde8d91438f,bravo,0,normal,616.794093027484,10689.462687376643,48738.67007429652,3.1954357034676404,2.959241690220088,0.6803999752071633,0.09914355222314689,1.5,1.0,8.288996189832687
a7499cbc-1435-4a7d-bd60-f6483404761b,bravo,0,normal,634.6776952906517,17477.86915077993,58549.81998419105,2.91044441490835,2.9167039965099457,0.6620145322111536,0.10256443171384509,1.5,1.0,8.099055469036102
63f84ec8-084d-4403-964f-68cccfa100e3,charlie,0,normal,880.9559261053348,37903.5802208541,67252.43039761251,2.1700786774955523,3.838751662457731,1.5305379599655164,0.08870901516123583,1.5,1.0,6.593582302331924
c8a370dd-d1df-442e-aa66-8ea61b512af5,alice,0,normal,752.6997845247007,19230.753919336297,67422.42880747067,2.8456674704994214,3.335341377650194,0.8878026664414645,0.10568168904229767,1.5,1.0,7.201351523399353
35a1399f-151f-4465-916d-153cbffed938,charlie,0,normal,878.4177536608008,29241.36665982907,64077.579132098355,2.2932034109772133,3.825342469250478,1.3415735495020154,0.08751825837462643,1.5,1.0,6.977035969495773
97bd1a52-3792-4de5-98d3-33c39b0f0c94,bravo,0,normal,620.3963313845009,13889.526067585413,70836.135651301,2.768750302592713,2.9371826516290236,0.6786158066466967,0.09684912971696773,1.5,1.0,7.697656333446503
1914298b-f972-4e91-93ee-c2cf878da870,alice,0,normal,761.0457155491857,17015.117094736608,66764.26747841708,2.967052074955653,3.2274147580643864,0.8600203755366304,0.105876408521859,1.5,1.0,7.509289622306824
0cab1bac-180f-4f36-99ba-cc1c4eac4ce2,charlie,0,normal,854.1546125170596,26599.9425941623,67098.76573842962,2.077444146257949,3.848223392931068,1.4410928683727706,0.09306084969399392,1.5,1.0,6.307532727718353
1842cf4a-cc53-4d66-80c5-fe08b737658f,alice,0,normal,742.028866844275,17897.65213321234,55936.57712458798,2.8583117111374152,3.1848556332170626,0.9112068221516737,0.10721222276426713,1.5,1.0,7.11412450671196
8dc17ee8-0168-46d5-b0c3-1fe1fafcf3c3,charlie,0,normal,875.9934203326159,40084.96106873542,73901.88668312083,2.1553605835791516,3.7722823477577205,1.2230260456655684,0.08957986723051752,1.5,1.0,6.420138001441956
d2fe6eab-9e96-4657-bd52-036ff6ea323c,charlie,0,normal,877.4420823911977,33203.65897254632,80261.82094685991,2.529353492804553,3.721822063231228,1.1793737092317398,0.09009480800961467,1.5,1.0,7.404775679111481
ee5a72ab-5948-4754-8431-c4901f27f1e0,bravo,0,normal,607.5376904761866,18433.48796691483,60162.92775876157,3.1133225244787477,2.9013856981564983,0.6283967231806425,0.09814849750434662,1.5,1.0,8.11134883761406
200bc5fe-b73d-405a-9228-1d7d12c3a1fd,bravo,0,normal,626.7651767733543,13786.110779649158,52826.84437847776,2.950064138786301,2.9126097417718664,0.6138045221285295,0.1013642641560841,1.5,1.0,7.895756125450134
f292ccce-2ad3-416b-9724-381b559bdba9,alice,0,normal,765.6224257928524,17801.05240482411,53011.239625149086,2.716334179385663,3.1965627532235867,1.0973291262851672,0.11123798390569196,1.5,1.0,6.99115988612175
2b8e4f98-f5f5-4a4a-83ce-3dedc24290ca,bravo,0,normal,609.0594553575936,11112.463522599586,68772.87157248284,2.9426211409027325,3.0180266657420898,0.6845065701724744,0.09718230576544432,1.5,1.0,7.768711417913437
8b8f38c3-7823-4b1f-9f56-969376691d36,bravo,0,normal,669.0089959069153,11621.3868877485,85164.79543605284,2.9718344894722772,2.843300528780637,0.5289865104722556,0.10149841800127794,1.5,1.0,7.604791700839996
02eaf273-7e37-4929-9abc-907b69b997f5,bravo,0,normal,631.1883715205655,8432.307279340957,86908.20083066351,2.8419215313285595,2.9141341794133835,0.7352295042032891,0.1006714718371438,1.5,1.0,7.938260734081268
553ac7da-e34c-464a-a78c-489f2b371241,alice,0,normal,805.4996533194724,20434.069356871594,44929.78070333349,2.678154737999298,3.2346007379075252,0.8386732679428556,0.11216110885743866,1.5,1.0,7.158253729343414
ecb19dfa-7e38-4e54-b471-c04bf2af93ed,alice,0,normal,774.719853209517,15557.355690491566,51708.830268020676,2.8837516623656474,3.237075466649874,0.8779376019265994,0.10710492657121572,1.5,1.0,7.613564491271973
0fd09e2c-e49f-4ed1-bcce-d9f7f2b0b06d,bravo,0,normal,625.2984364887213,19206.371874686716,70179.68888822896,2.9356231577067877,2.9879303328934466,0.6304602366771371,0.09874694416472973,1.5,1.0,7.97728630900383
fcb3d081-2f9c-4b1f-b76a-2392d0f2a136,bravo,0,normal,640.5081336061754,17812.293854255913,60338.545719289716,3.0902149969639336,2.9025876009987326,0.5556331025569728,0.10268550527122092,1.5,1.0,8.243051558732986
67962839-ffb9-4c32-993a-e6ee88ecfca2,alice,0,normal,771.0736652550866,17482.208501016336,61742.01394724832,2.5852653655821385,3.275454581298442,0.7981870104613116,0.10866386417305744,1.5,1.0,7.084011286497116
7d5975d5-7809-43dd-94bb-b94cb7b22023,alice,0,normal,771.6242654305755,20367.46842609808,43814.76826276501,2.760126698787848,3.3283090109394267,0.9830760194240171,0.11295957287965838,1.5,1.0,6.962848663330078
057ffd89-61e3-495b-bfb6-4b5b39b96b2e,alice,0,normal,774.6536859915058,19307.02932328067,51855.90222253181,2.8476710408646415,3.1933390533924313,0.8663049474334772,0.10978659874810931,1.5,1.0,7.2690862119197845
4083e5ac-d103-48f5-9eb7-c2bc451a2efb,bravo,0,normal,632.0586296022836,14076.796851958647,48571.08985911152,3.087018510398719,2.9847947519070432,0.7022912583631986,0.09924635795079875,1.5,1.0,8.21397203207016
461911ea-acc0-4584-a614-4c53a28d2633,bravo,0,normal,628.6635995119628,12093.153782312549,43054.071482742074,3.016371897417128,2.9080877550420015,0.5818882461337891,0.10118971569109711,1.5,1.0,7.933615356683731
9fa887e0-812a-4aba-a5ec-d203e12cb6b7,bravo,0,normal,604.1541002479469,18846.42645379216,55615.39360201978,3.036072436871206,2.865636747417234,0.5419836659146933,0.10019627838448392,1.5,1.0,7.829099595546722
16087960-e14a-46c1-8c24-910b50aa26d3,bravo,0,normal,608.7952124709428,13699.183096957157,50116.20981295975,2.9262833075636423,2.882829592593683,0.5583930235670277,0.0999768104364425,1.5,1.0,7.7139377892017365
ca066265-4031-4910-8d0d-a38ffc8917b2,charlie,0,normal,867.2278784007,30259.289428031934,57583.87355836767,2.4534533649245582,3.7136991349076256,0.9138283412713596,0.09022279440473145,1.5,1.0,7.000619947910309
e4910d7e-3106-4c2a-ba51-ac1dfc0c352a,alice,0,normal,779.3762768176757,15732.969775607462,58710.95310226028,2.6977205724948092,3.2118849793791098,0.7312836470848213,0.10625197935528952,1.5,1.0,6.97372031211853
f6a6864e-756a-4e88-830c-645f5585fdcc,alice,0,normal,773.4512827141693,17090.304681451336,52355.68656213221,2.865373005858229,3.260096818358792,0.8599773701185286,0.11089008145368388,1.5,1.0,7.46092090010643
204ea487-3465-4f07-8e5e-0bec9016b946,charlie,0,normal,882.9917535336875,43385.426984768696,35831.98340416162,2.467608474539298,3.8739313007912575,1.4987625484140632,0.08769767254392553,1.5,1.0,6.857343286275864
6d5387b1-444c-403b-9e51-11d9478d2e8d,charlie,0,normal,887.6133412687749,26216.63207282992,56473.03046268514,2.3086925315617424,3.7210008753622152,1.117151203927145,0.09077323090338842,1.5,1.0,6.8350953459739685
